タイトル,レビュー,カテゴリー,星数,参考になった数,生成元ID
　,"　
コストパフォーマンスが良く、付属品も意外に満足しています。私室用に購入したのですが、性能にも満足しています。氷のストッカーや冷凍室の棚は期待していなかったものの、実際には役立っています。氷を貯めて一人の時間を楽しんでいます。扉に小さな縦傷があったのは少し気になりましたが、性能には問題がなかったので気にしないことにしました。逆にその傷に愛着を持つことにしました。","1,3,6",2.5,0,153
　,"　
思っていたよりもたくさん入る冷蔵庫で驚きました。息子の引っ越しのために注文したのですが、キッチンにスペースがなく居住スペースに置くことになり、単身向けで場所を取らない小型の冷蔵庫を探していました。実際に届いてみると、梱包がしっかりしていて段ボールの解体には手間取ったものの、傷一つなく美しい状態で、大きさもぴったりでした。大学生の息子も「これくらいがちょうどいい」と満足しており、価格も手頃で冷凍庫の容量も予想以上に入るので、とても満足しています。","1,3,4,6",2.5,0,159
　,"　
素晴らしい商品で、商品説明に完全に合致していました。発送も迅速で、丁寧な梱包に安心感を覚えました。次回もぜひ購入したいと思います。ありがとうございました。","6,7",2.5,0,169
　,"　
外装に傷がありましたが、機能面には問題はありませんでした。ただ、商品としては外観も重要だと思います。",6,2.5,0,182
　,"　
製品自体は非常に良いと感じました。配送は迅速で、注文の翌日には手元に届きましたが、写真に見える通り蓋にひび割れがあり、すぐに交換をお願いしたところ、迅速に対応していただき、翌日には交換品が届きました。使用感も良好で、濃さの調整が可能で、ブラックコーヒーやカフェラテなど多様なコーヒーを楽しむことができます。","1,6,7",2.5,0,193
　,"　
二台目を購入しましたが、素晴らしく美味しいコーヒーが楽しめます。ただ、トレイの穴からお湯が漏れるのは海外製品ならではでしょうか(笑)。それ以外は良いです。",6,2.5,0,196
　,"　
おすすめです。  
「とても良い」状態の中古品が少し安く手に入ったので購入したのですが、届いた箱からはコーヒーの粉が大量に出てきて、全く清掃されていない本体が現れました。出荷直前まで使用されていたのかと思うほどで、思わず返品しました。その後、新品を購入しようと確認したところ、Amazonプライムセールで中古品よりも新品が安くなっていたため、セールを待った方が得だと感じました。新品はもちろん綺麗で、非常に便利で簡単に毎日カフェラテを楽しめるのが最高です。粉状の豆も使用でき、以前購入した豆が無駄にならず助かりました。水が不足していたりゴミが溜まったりするとマークでお知らせしてくれるので、付属の表を参考に判断しています。意外にもゴミはすぐに溜まるため、こまめに捨てることをおすすめします。起動は早いというほどではありませんが、お湯を沸かしてハンドドリップするよりは何倍も速いです。私はYouTubeを参考にして豆を最も細かく挽く設定で使っており、クレマが出やすいようです。豆の量を少なく設定するとクレマは少ないですが、濃くするとしっかり出て、見た目も楽しめます。スチーマーはまだ使っていませんが、それでも購入して良かったと思っています。","1,2,3,4,6",2.5,0,203
　,"　
QOLが向上し、エントリーモデルとしては十分満足できると思います。これから様々な豆を試して楽しむ予定です。ちなみに、購入後すぐに一杯淹れたところ壊れてしまいましたが、メーカーに修理を依頼したところ1週間ほどで完了しました。壊れるのは早かったものの、修理も迅速でした。その後は快適に使えています。","6,7",2.5,0,258
　,"　
最初は付属品が欠けていたり、異なる品番の取扱説明書が同梱されていたり、動作しない商品が届いたために2回返品して再発送してもらいましたが、正常な商品が届いてからは問題なく使えています。","6,7",2.5,0,266
　,"　
全体的には満足のいく買い物でしたが、メッシュフィルターが1つ不足していることに気づかずに購入してしまったのが残念でした。",6,2.5,0,287
　,"　
手入れが簡単で、とても満足しています。まず、注文して翌日に商品が届いたことに感謝します。商品は清掃が行き届いており、非常に綺麗でした。早速使用してみると、水入れが取り外せ、意外とコンパクトなのでキッチンに置いても邪魔にならず、入れ方も選べて嬉しいです。しばらく使用した結果、水入れが取り外せるのが便利で、豆を挽いた後に再度回すと粉がきれいに落ちることがわかりました。また、カップの蓋やフィルターの部分も取り外して洗えるため、お手入れが楽で気に入っています。もしフィルターバスケットのようなものがあれば、更に良いと思います。中古品でも素晴らしく綺麗で、半額で購入できたので文句なしです。","1,3,6,7",2.5,0,311
　,"　
コーヒーがとても美味しく、安価な中古品だったので購入しました。多少の使用感はありましたが、全く問題なく、到着後は毎日使っています。とにかく、美味しいコーヒーを楽しんでいます。","3,6",2.5,0,317
　,"　
音が大きかったですが、味や手入れのしやすさ、お手軽さは非常に良かったです。また、中古だったのか計量スプーンが付属していなかったのが残念でした。","1,6",2.5,0,336
　,"　
「付属品完備」とのことで中古品（ほぼ新品）をお得に注文できたことに喜んでいたのですが、予定通り到着して開梱したところ、必要な「粗びき用メッシュフィルター（緑色）」が見当たらず、どこを探しても見つかりませんでした。茶色の「中細びき用メッシュフィルター」はすでに装着されていたため、使用自体は問題ありませんでしたが、記載されていた「付属品完備」ではなかったため、非常にがっかりしました。",6,2.5,0,339
　,"　
中古品を購入しましたが、新古品といった感じで、状態も良く、何の問題もなく使えています。また、丁寧なお礼状には感激しました。",6,2.5,0,348
　,"　
アウトレット品を購入したため、本体はプチプチで包まれていたので少し驚きましたが、使用感は全くなく問題なく使えて満足しています。サーモスのポットは保温性が高く、6時間は温かさが持続します。","1,6",2.5,0,384
　,"　
サイズ感と使いやすさについては非常に満足しています。ただ、注水メモリは光によって見づらいことがあります。残念だったのは、開封時に気づくべきでしたが、付属品（計量スプーンなど）が欠けていたことです。これはメーカーの手違いか、新古品だったのかもしれません。購入先からの連絡で、中古品のため付属品は含まれておらず、販売時の表示にもその旨が記載されていなかったとのことでした。ご迷惑をおかけしました。","1,6",2.5,0,411
　,"　
迅速な故障対応で、楽しむことができました。",6,2.5,0,417
　,"　
スタイリッシュでスリム、シンプルなデザインです。水を入れる口が小さく外れやすいため、軽量カップやティファールを利用していますが、保温性が高いステンレス製のポットがとても気に入っています。なお、商品は梱包なしで、箱に直接宛名シールが貼られていました。","1,4,6",2.5,0,455
　,"　
黒色を選びましたが、非常にスタイリッシュでおしゃれに見えます。使いやすく、自炊をする意欲が高まりました。また、配送の方もとても親切でした。","1,6",2.5,0,488
　,"　
使いやすいものの、冷蔵庫の奥にある穴が黒ずんでしまうのが唯一の不満です。",6,2.5,0,494
　,"　
高さに左右差が見られました。前側には調整可能なネジ式の脚が装備されている一方で、後ろ側には目立つ差が存在しました。設置に来た作業員の方は返品を提案してくれましたが、生活に必要なのでそのまま使っています。設置作業の方が左右差を何とか調整してくれたおかげで、ヤマトの株は急上昇しました。","1,6",2.5,0,498
　,"　
とてもお手頃な価格でした。見た目はややチープですが、吸引力はしっかりしており、延長管の調整も可能で、値段に対して優れた機能を持っています。コードの長さも十分です。ただし、付属の隙間用ノズルやブラシの性能がもう少し良ければ嬉しいです。強いて言えば、箱から出した際にすぐに分かる4箇所の傷が残念でした。","1,3,6",2.5,0,715
